X,Y,incident_id,agency,incident_address,zip_code,priority,callcode,calldescription,category,call_timestamp,precinct_sca,respondingunit,officerinitiated,intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime,neighborhood,block_id,council_district,longitude,latitude,oid
-83.0526830869999,42.339642149,201626400269,DPD ,N I 75 Service Drive & Woodward Ave,48201,1,835011,SUSPICIOUS PACKAGE,SUSPPACK,2016/09/20 12:24:59+00,0311,,No,7.9,365.7,,,,374.0,Downtown,261635172002018.0,6.0,-83.0526830869581,42.3396421493372,82
-83.081032407,42.3393032180001,201626400272,DPD ,14th St & Martin Luther King Jr Blvd,     ,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 12:24:27+00,37B ,,No,1.9,1.2,8.4,11.7,13.4,25.1,North Corktown,261635215001055.0,6.0,-83.0810324065351,42.3393032176225,83
-83.125166243,42.337755305,201626400275,DPD ,Livernois Ave & W I 94 Service Drive,48210,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 12:28:02+00,403A,,No,3.9,161.4,7.5,172.9,24.7,197.7,Chadsey Condon,261639850001007.0,6.0,-83.1251662433297,42.3377553046042,84
-83.123003922,42.4150690810001,201626400278,DPD ,Grove St & Inverness St,48221,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 12:29:14+00,1212,,No,0.0,,,,,,Martin Park,261635301003010.0,2.0,-83.1230039220162,42.4150690805633,85
-83.21277571,42.430203928,201626400280,DPD ,W 7 Mile Rd & Gilchrist St,48235,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 12:31:34+00,88A ,,No,1.4,,,,,,College Park,261635403005005.0,2.0,-83.2127757102464,42.4302039281047,86
-83.133706004,42.3256289490001,201626400283,DPD ,Waldo St & Central St,48210,2,862020,VICIOUS ANIMAL,VICANML ,2016/09/20 12:33:01+00,0404, ,No,1.2,515.2,3.1,519.5,15.7,535.2,Claytown,261635260002012.0,6.0,-83.1337060044396,42.3256289486827,87
-83.026536074,42.3968433650001,201626400285,DPD ,Roland St & Saint Cyril Ave,48213,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 12:34:30+00,1112,,No,1.6,,,,,,Airport Sub,261635110002038.0,3.0,-83.026536073511,42.3968433652431,88
-83.09052652,42.3807214350001,201626400291,DPD ,Atkinson St & N M 10 Service Drive,48202,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 12:38:24+00,105C,,Yes,0.0,0.0,0.0,0.0,30.6,30.6,Piety Hill,261635323001030.0,5.0,-83.0905265200834,42.3807214348474,89
-83.192586499,42.3944378190001,201626400292,DPD ,Robson St & Lyndon St,48227,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 12:38:57+00,22B ,,No,2.1,722.3,0.0,748.7,8.1,756.8,Hubbell-Lyndon,261635378001002.0,1.0,-83.1925864991347,42.3944378192587,90
-83.069320235,42.360649691,201626400294,DPD ,Cass Ave & W Ferry St,48202,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 12:38:49+00,36B ,,Yes,0.0,0.0,0.0,0.0,,,Wayne State,261635202002006.0,6.0,-83.0693202349964,42.360649691219,91
-83.0210966779999,42.3629048180001,201626400295,DPD ,Meldrum St & Pulford St,48207,3,353030,BURGLARY OTHER,HI3     ,2016/09/20 12:40:04+00,77B , ,No,2.5,13.1,8.9,24.9,41.7,66.6,Gratiot-Grand,261635162002010.0,5.0,-83.0210966776507,42.3629048183891,92
-83.125298787,42.3087745770001,201626400299,DPD ,Springwells St & Gartner St,48209,2,804020,PANIC / DURESS ALARM,PANIC   ,2016/09/20 12:42:15+00,0408,,No,1.5,108.5,11.8,121.8,,,Springwells,261635242002003.0,6.0,-83.1252987865201,42.308774577066,93
-83.119843211,42.4392761170001,201626400300,DPD ,Woodward Ave & W State Fair St,48203,2,313010,DEAD PERSON OBSERVED,OOBVDEAD,2016/09/20 12:42:49+00,1205,,No,0.0,15.7,7.9,23.7,99.3,123.1,State Fair,261635080002004.0,2.0,-83.119843211393,42.4392761165318,94
-83.1665245459999,42.358760009,201626400301,DPD ,Joy Rd & Manor,48204,3,352530,BURGLARY OCCUPANT AWAY J/H,HI2JH   ,2016/09/20 12:43:03+00,28B ,,No,2.0,696.7,10.0,708.9,28.1,737.0,Barton-McFarland,261635357002009.0,7.0,-83.166524546092,42.3587600092067,95
-83.0732736529999,42.35788151,201626400311,DPD ,Anthony Wayne Dr & Kirby St,48202,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 12:46:30+00,36B ,,No,0.5,,,,,,Wayne State,261635202002015.0,6.0,-83.0732736528816,42.3578815097585,96
-83.1457720609999,42.281949571,201626400312,DPD ,S Liddesdale St & Pleasant St,48217,3,872035,RECOVERED / FOUND PROPERTY,RECPROP ,2016/09/20 12:45:15+00,0411,,No,5.1,944.3,2.2,961.3,31.7,993.0,Boynton,261635247006010.0,6.0,-83.1457720606915,42.2819495708768,97
-83.152373197,42.4458633290001,201626400313,DPD ,Greenlawn St & 8 Mile Rd,48221,1,802010,HOLD UP ALARM AND MOW,HOLDUP  ,2016/09/20 12:46:59+00,123A,,No,2.0,5.5,12.2,20.0,23.6,43.5,,261635390002001.0,2.0,-83.1523731970174,42.4458633290733,98
-83.072102951,42.3684207490001,201626400315,DPD ,W Baltimore St & Woodward Ave,48202,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 12:45:56+00,36A ,,Yes,0.0,0.0,0.0,0.0,49.2,49.2,Milwaukee Junction,261635119001030.0,5.0,-83.0721029513339,42.3684207488264,99
-83.066716177,42.356089168,201626400316,DPD ,W Warren Ave & Cass Ave,     ,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 12:47:25+00,36B ,,No,0.5,,,,,,Wayne State,261635202002010.0,6.0,-83.066716177294,42.356089167861,100
-82.9707857779999,42.4455727120001,201626400317,DPD ,Gratiot Ave & Mohican St,48205,3,825030,DISTURBANCE,DISTURB ,2016/09/20 12:48:14+00,92B ,,No,2.7,332.0,15.2,350.0,3.8,353.7,Regent Park,261635002004010.0,3.0,-82.9707857778363,42.4455727120629,101
-83.069423778,42.35158699,201626400320,DPD ,Prentis St & 3rd St,48201,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 12:50:30+00,39A ,,No,0.0,0.0,0.0,-1.0,76.3,75.3,Midtown,261635204001000.0,6.0,-83.0694237775951,42.351586990347,102
-83.1262719379999,42.3412769460001,201626400321,DPD ,Military & McGraw St,48210,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 12:51:13+00,403A,,No,2.8,,,,,,Chadsey Condon,261639850001005.0,6.0,-83.1262719381135,42.3412769462183,103
-82.9320173739999,42.3621403940001,201626400331,DPD ,Scripps St & Ashland St,48215,2,313010,DEAD PERSON OBSERVED,OOBVDEAD,2016/09/20 12:55:57+00,0512,,No,1.0,7.4,63.2,71.6,63.0,134.7,Jefferson Chalmers,261635133001000.0,4.0,-82.9320173744228,42.3621403941934,104
-82.996758837,42.416479156,201626400333,DPD ,Bradford St & Minden St,48205,3,381030,MALICIOUS DESTRUCTION I/P,MDPIP   ,2016/09/20 12:54:35+00,99A ,,No,4.0,108.8,23.9,136.7,17.6,154.3,LaSalle College Park,261635054001014.0,4.0,-82.9967588373574,42.4164791560091,105
-83.185610158,42.4037278340001,201626400339,DPD ,Keeler Ave & Freeland St,48227,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 12:58:01+00,0201,,No,2.7,16.9,3.5,23.6,328.9,352.5,Bethune Community,261635375001004.0,1.0,-83.1856101580831,42.4037278336318,106
-83.1381652169999,42.3270579850001,201626400341,DPD ,Saint Stephens St & Lumley St,48210,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 12:59:13+00,0404,,No,1.9,269.8,10.4,282.2,25.3,307.4,Claytown,261635260002012.0,6.0,-83.1381652167139,42.3270579850215,107
-83.1630016399999,42.3639173650001,201626400342,DPD ,Birwood St & Westfield St,48204,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 13:00:00+00,28B ,,No,1.2,,,,,,Barton-McFarland,261635357001000.0,7.0,-83.1630016401878,42.3639173646738,108
-83.06913858,42.3447115750001,201626400345,DPD ,S M 10 Service Drive & Marvin Gaye,48201,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 13:01:52+00,38B ,,Yes,0.0,0.0,0.0,0.0,1.2,1.2,Jeffries,261635218001001.0,6.0,-83.06913858009,42.3447115745892,109
-82.973366267,42.44430678,201626400347,DPD ,Fairmount Dr & Marbud St,48205,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 13:00:59+00,92A ,,No,3.2,8.8,2.8,14.8,48.1,62.9,Mohican Regent,261635031002000.0,3.0,-82.9733662670133,42.4443067799422,110
-83.044656846,42.3358349270001,201626400348,DPD ,Gratiot Ave & Clinton St,48226,2,812020,AUTO X HIT& RUN UNK INJURIES,HRUNK   ,2016/09/20 13:01:48+00,0312,,No,1.7,,,,,,Downtown,261635172002038.0,5.0,-83.0446568458709,42.3358349274354,111
-83.02330313,42.3388922990001,201626400349,DPD ,Chene St & E Larned St,48207,3,825030,DISTURBANCE,DISTURB ,2016/09/20 13:03:53+00,0709,,No,1.3,44.5,14.3,62.6,32.3,94.9,Elmwood Park,261635166002015.0,5.0,-83.0233031299561,42.3388922992625,112
-83.087567932,42.4281239330001,201626400350,DPD ,Greeley St & E Grixdale Ave,48203,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 13:05:05+00,1106,,No,2.9,14.9,12.4,30.5,30.6,61.1,Hawthorne Park,261635073001005.0,3.0,-83.0875679319089,42.4281239326348,113
-83.095842096,42.320282236,201626400355,DPD ,Clark St & W Vernor Hwy,48209,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 13:08:26+00,0410,AVJ642,Yes,0.0,0.0,0.0,0.0,0.1,0.1,Hubbard Farms,261635234001010.0,6.0,-83.0958420962329,42.3202822362005,114
-83.115071542,42.3828696360001,201626400358,DPD ,Linwood St & Webb St,48206,4,361040,LARCENY REPORT,LARCREPT,2016/09/20 13:09:30+00,105A,,No,2.2,,,,,,Dexter-Linwood,261635314001002.0,5.0,-83.1150715424786,42.3828696360694,115
-83.063695976,42.3461602900001,201626400361,DPD ,2nd Ave & Brainard St,48201,3,W8530 ,ASSIST CITIZEN,ASTCITZ ,2016/09/20 13:08:50+00,39B ,,Yes,0.0,0.0,0.0,0.0,9.4,9.4,Midtown,261635203002006.0,6.0,-83.063695975543,42.3461602899825,116
-83.242125099,42.3610082810001,201626400370,DPD ,Cathedral St & Patton St,48228,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 13:13:14+00,66B ,,No,3.0,3.2,5.9,12.5,30.8,43.3,Franklin Park,261635466002008.0,7.0,-83.2421250988257,42.3610082806979,117
-83.107101492,42.42820844,201626400372,DPD ,W Hildale St & Charleston St,48203,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 13:13:26+00,1205,,No,,,,,,,Grixdale Farms,261635079003000.0,2.0,-83.1071014917449,42.4282084402981,118
-83.2752173329999,42.401797388,201626400379,DPD ,Keeler St & Dale St,48223,3,872035,RECOVERED / FOUND PROPERTY,RECPROP ,2016/09/20 13:16:11+00,0809,,No,2.6,136.4,6.9,146.1,25.0,171.1,Brightmoor,261635443002016.0,1.0,-83.2752173327868,42.4017973881101,119
-83.0650149149999,42.3579472270001,201626400380,DPD ,Woodward Ave & Putnam St,48202,3,875040,MISCELLANEOUS ACCIDENT,MISCACCD,2016/09/20 13:15:07+00,36B ,,No,0.0,0.0,4.6,5.3,85.8,91.1,Wayne State,261635202002008.0,5.0,-83.0650149147193,42.3579472265788,120
-83.19028757,42.3510191280001,201626400384,DPD ,Tireman Ave & Terry St,48126,3,825030,DISTURBANCE,DISTURB ,2016/09/20 13:17:41+00,0207,,No,4.3,,,,,,,261635738004000.0,7.0,-83.1902875699345,42.3510191284028,121
-83.176224497,42.3561846700001,201626400385,DPD ,Mackenzie St & Hartwell St,48228,3,352530,BURGLARY OCCUPANT AWAY J/H,HI2JH   ,2016/09/20 13:18:52+00,28A ,,No,2.1,510.0,8.3,520.5,31.1,551.6,Aviation Sub,261635356001002.0,7.0,-83.1762244972792,42.3561846700341,122
-83.0047235119999,42.354373353,201626400386,DPD ,Saint Paul St & Field St,48214,3,353030,BURGLARY OTHER,HI3     ,2016/09/20 13:21:08+00,0711,,No,,,,,,,Islandview,261635153003003.0,5.0,-83.0047235121777,42.3543733532554,123
-82.9381557409999,42.4187439770001,201626400389,DPD ,Cadieux Rd & Lanark St,48224,1,352010,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,2016/09/20 13:23:54+00,0907,,No,2.8,2.1,19.4,24.3,40.0,64.3,Yorkshire Woods,261635009001001.0,4.0,-82.9381557411289,42.4187439769469,124
-82.9595389259999,42.408717821,201626400391,DPD ,Wayburn St & Wade St,48224,4,372040,UDAA REPORT,UDAAREPT,2016/09/20 13:24:18+00,911A,,No,1.6,,,,,,Outer Drive-Hayes,261635011002009.0,4.0,-82.9595389261697,42.408717820784,125
-82.932090213,42.399301085,201626400406,DPD ,Kensington Ave & Waveney St,48224,2,804020,PANIC / DURESS ALARM,PANIC   ,2016/09/20 13:29:07+00,57A ,,No,2.1,108.0,12.9,123.1,30.5,153.6,East English Village,261635018002015.0,4.0,-82.9320902129013,42.399301084814,126
-83.0047235119999,42.354373353,201626400409,DPD ,Saint Paul St & Field St,48214,3,351035,BURGLARY BUSINESS J/H,BBURGJH ,2016/09/20 13:27:46+00,0711,,No,2.8,70.5,2.7,76.0,84.7,160.7,Islandview,261635153003003.0,5.0,-83.0047235121777,42.3543733532554,127
-83.067220114,42.3569694990001,201626400419,DPD ,Cass Ave & Putnam St,48201,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 13:29:18+00,36B ,DJN8536,Yes,0.0,0.0,0.0,0.0,5.1,5.1,Wayne State,261635202002009.0,6.0,-83.0672201139018,42.3569694986593,128
-83.084256184,42.437697976,201626400420,DPD ,E Lantz St & Marx St,48203,3,825030,DISTURBANCE,DISTURB ,2016/09/20 13:29:23+00,1101,,No,2.3,37.2,8.2,47.8,27.4,75.2,Nolan,261635074002002.0,3.0,-83.084256183597,42.4376979762581,129
-83.111560213,42.3003668800001,201626400428,DPD ,,     ,5,376050,INVESTIGATE AUTO,INVAUTO ,2016/09/20 13:33:29+00,    ,,Yes,0.0,0.0,0.0,0.0,47.9,48.0,,,,-83.1115602131719,42.3003668801043,130
-83.127377247,42.331155392,201626400430,DPD ,Martin St & Michigan Ave,48210,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 13:33:35+00,405A,,No,2.8,33.0,0.0,53.3,6.0,59.2,Michigan-Martin,261635257003003.0,6.0,-83.1273772474318,42.3311553917846,131
-83.088222371,42.367792998,201626400432,DPD ,Poe St & W Bethune St,48206,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 13:32:39+00,1008,,No,2.1,49.5,12.2,63.9,123.4,187.3,Henry Ford,261635326003004.0,5.0,-83.088222370858,42.3677929977616,132
-82.943666266,42.3989220940001,201626400436,DPD ,Cornwall St & Berkshire St,48224,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 13:35:38+00,56A ,,No,1.2,242.4,13.1,256.8,66.6,323.5,Morningside,261635019004000.0,4.0,-82.943666265916,42.3989220944726,133
-82.938668607,42.419517312,201626400438,DPD ,Cadieux Rd & Duprey St,48224,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 13:36:11+00,0907,,No,0.0,,,,,,Yorkshire Woods,261635009001001.0,4.0,-82.9386686068612,42.4195173119625,134
-83.125439561,42.3458651560001,201626400439,DPD ,Epworth St & Cobb Pl,48210,3,351035,BURGLARY BUSINESS J/H,BBURGJH ,2016/09/20 13:35:14+00,1009,,No,1.3,347.1,24.8,373.2,56.3,429.4,Midwest,261635273002005.0,6.0,-83.1254395614507,42.3458651556281,135
-83.066716177,42.356089168,201626400441,DPD ,W Warren Ave & Cass Ave,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 13:35:37+00,36B ,DDA1889,Yes,0.0,0.0,0.0,0.0,0.4,0.4,Wayne State,261635202002010.0,6.0,-83.066716177294,42.356089167861,136
-83.158517775,42.3723570450001,201626400443,DPD ,Wyoming St & Aurora St,48204,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 13:37:35+00,29A ,,No,0.0,264.5,11.1,275.7,11.4,287.2,Barton-McFarland,261635344001002.0,7.0,-83.1585177752196,42.3723570451668,137
-83.2026356439999,42.348350231,201626400455,DPD ,Mansfield St & Diversey,48228,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 13:40:34+00,611B,,No,4.4,0.0,7.3,11.7,30.4,42.1,Warren Ave Community,261635455005001.0,7.0,-83.202635643545,42.3483502314538,138
-82.938668607,42.419517312,201626400458,DPD ,Cadieux Rd & Duprey St,48224,5,376050,INVESTIGATE AUTO,INVAUTO ,2016/09/20 13:41:33+00,0907,,No,6.5,,,,,,Yorkshire Woods,261635009001001.0,4.0,-82.9386686068612,42.4195173119625,139
-83.130493211,42.3653147890001,201626400460,DPD ,Grand River Ave & Joy Rd,48204,2,845020,FOUND PERSON,FNDPERS ,2016/09/20 13:42:15+00,106A,,No,3.5,86.2,4.7,94.5,150.1,244.6,Petoskey-Otsego,261635334004009.0,5.0,-83.1304932114618,42.3653147889364,140
-82.991342625,42.389435383,201626400461,DPD ,Shoemaker St & Lemay St,48213,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 13:40:58+00,0501,,No,2.2,138.4,11.4,152.5,45.4,197.8,West End,261635143001018.0,4.0,-82.9913426247561,42.3894353825098,141
-83.053862437,42.4188544250001,201626400462,DPD ,Lamont St & E McNichols Rd,48212,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 13:43:20+00,118B,,No,2.5,25.3,4.6,32.4,31.0,63.4,Davison,261635064001024.0,3.0,-83.0538624372768,42.4188544253222,142
-82.9493018649999,42.370950297,201626400468,DPD ,E Jefferson Ave & Coplin St,48215,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 13:46:28+00,0512,,No,2.1,140.2,12.5,155.1,,,Jefferson Chalmers,261635137002002.0,4.0,-82.9493018647262,42.3709502970067,143
-83.1655292139999,42.3660552740001,201626400472,DPD ,W Chicago St & Pinehurst St,48204,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 13:48:34+00,28B ,,No,1.6,,,,,,Barton-McFarland,261635344002013.0,7.0,-83.1655292137068,42.3660552742061,144
-82.991805369,42.357186015,201626400477,DPD ,Agnes St & Burns St,48214,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 13:49:34+00,0711,,No,2.8,,,,,,Indian Village,261635154002006.0,5.0,-82.9918053691069,42.3571860152874,145
-83.067220114,42.3569694990001,201626400479,DPD ,Cass Ave & Putnam St,48202,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 13:50:00+00,36B ,,No,2.0,,,,,,Wayne State,261635202002009.0,6.0,-83.0672201139018,42.3569694986593,146
-83.0169373749999,42.365828498,201626400487,DPD ,Sylvester St & Canton St,48207,3,843031,WELL BEING CHECK,WBC     ,2016/09/20 13:52:57+00,77B ,,No,2.8,177.3,11.7,193.6,26.7,220.3,Gratiot-Grand,261635162001011.0,5.0,-83.0169373754296,42.3658284975287,147
-83.199320776,42.4159916580001,201626400490,DPD ,Greenfield Rd & W McNichols Rd,48235,3,825030,DISTURBANCE,DISTURB ,2016/09/20 13:54:17+00,1206,,No,2.6,7.0,6.4,16.0,31.7,47.7,Winship,261635395004017.0,2.0,-83.1993207755568,42.415991657807,148
-83.182352758,42.420071057,201626400492,DPD ,Lesure St & W Outer Dr,48235,3,872035,RECOVERED / FOUND PROPERTY,RECPROP ,2016/09/20 13:54:19+00,1206,,No,0.8,682.3,6.7,689.8,86.1,775.9,Winship,261635395002011.0,2.0,-83.182352757929,42.4200710574118,149
-83.051747499,42.3427308610001,201626400495,DPD ,Adelaide St & John R St,48201,3,825030,DISTURBANCE,DISTURB ,2016/09/20 13:55:56+00,0312,,No,2.0,15.3,15.9,33.3,13.2,46.5,Brush Park,261635173001021.0,5.0,-83.0517474993838,42.3427308610564,150
-83.027967447,42.4250906680001,201626400498,DPD ,Cliff St & Iowa St,48212,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 13:57:01+00,119D,,No,3.3,168.2,15.2,188.9,32.7,221.6,Grant,261635063003018.0,3.0,-83.0279674468898,42.4250906683967,151
-83.125837169,42.3670652710001,201626400500,DPD ,Joy Rd & Broadstreet Ave,48204,3,825030,DISTURBANCE,DISTURB ,2016/09/20 13:57:32+00,104B,,No,2.8,0.9,3.1,6.8,17.4,24.2,Nardin Park,261635309002007.0,7.0,-83.1258371692413,42.3670652705812,152
-83.232457627,42.4064023130001,201626400501,DPD ,W Outer Dr & Grand River Ave,48223,2,862020,VICIOUS ANIMAL,VICANML ,2016/09/20 13:57:39+00,811B,,No,1.8,,,,,,Rosedale Park,261635429001006.0,1.0,-83.232457627222,42.4064023129279,153
-83.079951207,42.3517083680001,201626400514,DPD ,W Warren Ave & Commonwealth St,48208,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 14:02:50+00,38B ,,Yes,0.0,0.0,0.0,0.0,13.1,13.1,Woodbridge,261635219003022.0,6.0,-83.0799512074685,42.3517083680668,154
-83.1962921859999,42.343673413,201626400515,DPD ,W Warren Ave & Greenfield,     , ,827010,DDOT TROUBLE,DDOT    ,2016/09/20 14:03:01+00,    ,,No,1.9,,,,,,,261635739001007.0,7.0,-83.1962921855917,42.3436734128513,155
-82.9134263939999,42.416998646,201626400516,DPD ,Frankfort Ave & Hillcrest St,48236,1,352010,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,2016/09/20 14:01:50+00,0505,,No,1.8,2.6,6.9,17.2,87.0,104.2,Cornerstone Village,261635016002011.0,4.0,-82.913426393626,42.4169986461265,156
-83.0825843109999,42.3666953430001,201626400518,DPD ,W Grand Blvd & Lincoln St,48202,2,936020,TRANSPORT PRISONER,TRPPRIS ,2016/09/20 14:04:02+00,1008,,No,9.1,47.9,0.0,57.3,25.4,82.7,Henry Ford,261635224001003.0,5.0,-83.0825843114142,42.3666953434632,157
-83.052695177,42.4333667540001,201626400523,DPD ,Conley St & E 7 Mile Rd,48234,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 14:03:05+00,118A,,No,1.8,,,,,,Krainz Woods,261635065003003.0,3.0,-83.0526951767425,42.4333667542127,158
-83.259459904,42.4039070040001,201626400530,DPD ,Midland St & Dolphin St,48223,3,361030,LARCENY I/P OR J/H,LARCENY ,2016/09/20 14:07:03+00,0809,,No,3.9,205.3,8.7,217.9,16.4,234.3,Brightmoor,261635442003009.0,1.0,-83.259459903784,42.4039070040012,159
-83.0814425889999,42.3657881460001,201626400532,DPD ,S M 10 Service Drive & W Milwaukee St,48202,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 14:07:49+00,35B ,AVK438,Yes,0.0,0.0,0.0,0.0,9.7,9.7,Henry Ford,261635224001008.0,5.0,-83.081442588764,42.3657881461427,160
-83.128593418,42.36455239,201626400535,DPD ,Hillsboro St & Grand River Ave,48204,3,361030,LARCENY I/P OR J/H,LARCENY ,2016/09/20 14:09:03+00,106A,,No,3.8,394.7,8.7,407.3,27.9,435.2,Petoskey-Otsego,261635334004005.0,5.0,-83.1285934175001,42.3645523895388,161
-83.262165951,42.4379847440001,201626400536,DPD ,Fargo St & Northrop St,48219,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 14:11:00+00,0801,,No,0.8,16.4,0.0,25.1,58.3,83.4,Berg-Lahser,261635415004006.0,1.0,-83.2621659505881,42.4379847442057,162
-83.112260243,42.3849176200001,201626400539,DPD ,La Salle Blvd & Tuxedo St,48206,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 14:10:37+00,105A,,No,1.4,5.4,,,,9.2,Dexter-Linwood,261635313002009.0,5.0,-83.1122602434284,42.3849176203954,163
-83.1863069619999,42.394611506,201626400542,DPD ,Mark Twain St & Lyndon St,48227,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 14:13:51+00,22A ,,No,0.9,6.4,8.7,16.6,115.9,132.5,Hubbell-Lyndon,261635378002005.0,1.0,-83.1863069615305,42.3946115055785,164
-83.1975653229999,42.4340925750001,201626400543,DPD ,Whitcomb St & Vassar Ave,48235,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 14:13:55+00,1206,,No,1.4,48.3,13.0,62.8,24.5,87.3,San Bernardo,261635397002006.0,2.0,-83.1975653232166,42.4340925748403,165
-83.1863069619999,42.394611506,201626400545,DPD ,Mark Twain St & Lyndon St,48227,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 14:14:04+00,22A , ,No,5.7,197.6,6.3,210.1,13.5,223.5,Hubbell-Lyndon,261635378002005.0,1.0,-83.1863069615305,42.3946115055785,166
-83.246232494,42.371836913,201626400548,DPD ,Burt Rd & Plymouth Rd,48228,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 14:13:52+00,66A ,,Yes,0.0,0.0,0.0,0.0,40.7,40.7,Franklin Park,261635465002003.0,7.0,-83.2462324943982,42.3718369130453,167
-83.0732736529999,42.35788151,201626400553,DPD ,Anthony Wayne Dr & Kirby St,48202,3,814035,PARKING COMPLAINT,PARK    ,2016/09/20 14:15:01+00,36B ,,No,0.0,0.0,3.5,3.6,11.1,14.7,Wayne State,261635202002015.0,6.0,-83.0732736528816,42.3578815097585,168
-83.1216856779999,42.4126803090001,201626400554,DPD ,Florence St & Log Cabin St,48203,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 14:17:22+00,1212,,No,2.2,"1,178.2",4.2,"1,184.8",17.9,"1,202.7",Martin Park,261635301004006.0,2.0,-83.1216856782108,42.4126803094964,169
-83.066716177,42.356089168,201626400557,DPD ,W Warren Ave & Cass Ave,     ,4,811040,AUTO X REPORT,ACCREPT ,2016/09/20 14:18:06+00,36B ,,No,2.3,9.3,0.0,11.8,25.2,37.0,Wayne State,261635202002010.0,6.0,-83.066716177294,42.356089167861,170
-83.225227791,42.3294503880001,201626400558,DPD ,Artesian St & Altar Rd,48228,2,804020,PANIC / DURESS ALARM,PANIC   ,2016/09/20 14:18:29+00,612A,,No,2.1,104.8,10.5,117.5,23.1,140.7,Warrendale,261635457001021.0,7.0,-83.2252277911423,42.3294503884819,171
-83.244264911,42.429450419,201626400561,DPD ,Fielding St & W 7 Mile Rd,48219, ,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 14:19:30+00,82D , ,No,3.3,303.4,4.9,311.6,5.9,317.5,Holcomb Community,261635411001004.0,1.0,-83.2442649110981,42.4294504192355,172
-83.0687395799999,42.372066347,201626400566,DPD ,Brush St & W Grand Blvd,     ,4,811040,AUTO X REPORT,ACCREPT ,2016/09/20 14:23:05+00,0302,,No,2.5,0.7,0.0,3.4,106.4,109.8,Milwaukee Junction,261635119001021.0,5.0,-83.0687395798458,42.372066347122,173
-83.192360773,42.4306525800001,201626400567,DPD ,W 7 Mile Rd & Lauder St,48235,3,825030,DISTURBANCE,DISTURB ,2016/09/20 14:25:31+00,1206,,No,2.7,662.0,8.4,673.3,5.5,678.8,Winship,261635396003001.0,2.0,-83.1923607728393,42.4306525801162,174
