X,Y,incident_id,agency,incident_address,zip_code,priority,callcode,calldescription,category,call_timestamp,precinct_sca,respondingunit,officerinitiated,intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime,neighborhood,block_id,council_district,longitude,latitude,oid
-83.049181779,42.3538829500001,201626400881,DPD ,Leland St & N I 75 Service Drive,48207,3,874033,SENIOR CITIZEN ASSIST,SENIOR  ,2016/09/20 16:21:12+00,76A ,,No,3.6,774.2,7.4,785.9,46.8,832.6,Forest Park,261635189001020.0,5.0,-83.0491817793927,42.3538829496303,267
-83.19742734,42.4304894570001,201626400882,DPD ,Whitcomb St & W 7 Mile Rd,48235,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 16:22:11+00,1206,,No,1.6,,,,,,Winship,261635396001001.0,2.0,-83.1974273397841,42.4304894571161,268
-83.080699539,42.3555246980001,201626400883,DPD ,Trumbull St & W Kirby St,48202,4,371040,BREAKING & ENTERING AUTO RPT,BEAUTORP,2016/09/20 16:22:14+00,35B ,,No,5.2,0.2,7.3,12.8,21.2,34.1,Wayne State,261635219002002.0,6.0,-83.0806995392914,42.3555246975796,269
-82.942060054,42.403687973,201626400884,DPD ,Bedford St & Frankfort St,48224,2,852021,MENTAL VIOLENT NOT ARMED,MNTLNARM,2016/09/20 16:20:49+00,54B ,,No,3.0,,,,,,Morningside,261635014003011.0,4.0,-82.9420600539571,42.4036879730686,270
-83.107134027,42.4289926280001,201626400886,DPD ,W Golden Gate Ave & Charleston St,48203,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 16:21:31+00,1205,,Yes,0.0,0.0,0.0,0.0,51.9,51.9,Grixdale Farms,261635079003000.0,2.0,-83.1071340271525,42.4289926284693,271
-83.019351899,42.3887908610001,201626400887,DPD ,Harper Ave & Maxwell Ave,48213, ,400   ,HAZARD CONDITIONS NO FIRE,HAZCOND ,2016/09/20 16:23:29+00,0701,,No,,,,,,,Airport Sub,261635047001011.0,3.0,-83.0193518990355,42.3887908606682,272
-83.058719077,42.3592012120001,201626400888,DPD ,E Warren Ave & Beaubien St,48201,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:21:44+00,39A ,,No,1.8,0.9,3.7,7.0,11.2,18.2,Medical Center,261635175001004.0,5.0,-83.0587190768428,42.3592012119847,273
-82.953741671,42.3705161610001,201626400891,DPD ,Dickerson St & E Jefferson Ave,48215,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 16:22:54+00,0512,,No,0.0,25.4,0.0,25.5,29.9,55.3,Jefferson Chalmers,261635137002002.0,4.0,-82.9537416705588,42.3705161612674,274
-82.949744559,42.411581981,201626400901,DPD ,Devonshire Rd & McKinney Ave,48224,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 16:28:12+00,911B,,No,1.6,48.0,11.5,61.2,66.3,127.5,Outer Drive-Hayes,261635012001003.0,4.0,-82.9497445593252,42.4115819809485,275
-82.969940885,42.420728421,201626400903,DPD ,MacCrary Ave & Houston Whittier Ave,48213,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 16:30:39+00,99B ,,No,0.0,48.4,13.2,61.7,55.3,117.1,Outer Drive-Hayes,261635041001002.0,4.0,-82.9699408850524,42.4207284213608,276
-83.178265929,42.3802931230001,201626400905,DPD ,Fullerton St & Schaefer Hwy,48227,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 16:30:10+00,25B ,,No,5.8,919.7,2.0,927.6,2.4,930.0,Pride Area Community,261635352001005.0,7.0,-83.1782659287256,42.3802931226784,277
-82.960673976,42.43643322,201626400906,DPD ,Maddelein St & Crusade St,48205,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 16:30:47+00,0903,,No,4.4,,,,,,Regent Park,261635003002005.0,3.0,-82.9606739757451,42.4364332200288,278
-83.1898808399999,42.428927006,201626400908,DPD ,Hubbell St & Clarita St,48235,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:32:30+00,1206,3155UI,Yes,0.0,0.0,0.0,0.0,15.3,15.3,Winship,261635396002007.0,2.0,-83.1898808402755,42.4289270055059,279
-83.0710557519999,42.338684884,201626400909,DPD ,Trumbull St & Butternut St,48216,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:32:06+00,0310,DNS7238,Yes,0.0,0.0,0.0,0.0,22.6,22.6,North Corktown,261635215001030.0,6.0,-83.0710557523927,42.3386848836033,280
-83.184228505,42.3946740700001,201626400913,DPD ,Lyndon St & Ardmore St,48227,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:35:47+00,22B ,,No,2.1,50.0,4.9,57.0,15.9,72.9,Grand River-I96,261635378002003.0,7.0,-83.1842285046402,42.3946740700423,281
-83.111560213,42.3003668800001,201626400917,DPD ,,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:36:55+00,    ,,Yes,0.0,0.0,0.0,0.0,293.2,293.2,,,,-83.1115602131719,42.3003668801043,282
-83.111560213,42.3003668800001,201626400923,DPD ,,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:37:37+00,    ,,Yes,0.0,0.0,0.0,0.0,5.4,5.4,,,,-83.1115602131719,42.3003668801043,283
-83.169769875,42.3659678000001,201626400933,DPD ,Iris St & W Chicago St,48227,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:39:07+00,28A ,,No,1.2,,,,,,Barton-McFarland,261635350003001.0,7.0,-83.1697698746203,42.3659678000426,284
-82.964140419,42.393553065,201626400934,DPD ,Coplin St & E Warren Ave,48213,5,862050,ANIMAL COMPLAINT,ANMLCOMP,2016/09/20 16:41:16+00,53A ,,No,2.3,,,,,,Fox Creek,261635124003003.0,4.0,-82.9641404189034,42.3935530651752,285
-83.1664085259999,42.353940971,201626400938,DPD ,Manor & Belton St,48204,2,343020,FELONIOUS ASSAULT JH,FA JH   ,2016/09/20 16:42:14+00,28B ,,No,5.8,226.3,16.3,248.5,27.9,276.4,Aviation Sub,261635356004033.0,7.0,-83.1664085255256,42.3539409706412,286
-82.924946689,42.4078595330001,201626400941,DPD ,E Warren Ave & Neff Ave,48224,1,352010,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,2016/09/20 16:42:04+00,0505,,No,1.5,26.8,11.2,41.9,36.9,78.8,Cornerstone Village,261635016001011.0,4.0,-82.9249466894986,42.4078595332006,287
-83.241849053,42.4060158940001,201626400943,DPD ,Pilgrim St & Stout St,48223,3,872035,RECOVERED / FOUND PROPERTY,RECPROP ,2016/09/20 16:42:45+00,810B,,No,3.5,,,,,,Brightmoor,261635434001006.0,1.0,-83.2418490531052,42.4060158935491,288
-83.1405193049999,42.4123586760001,201626400945,DPD ,Livernois Ave & Florence St,48221,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:44:30+00,121B,0FVJ30,Yes,0.0,0.0,0.0,0.0,11.8,11.8,Martin Park,261635302004001.0,2.0,-83.140519304585,42.4123586756611,289
-83.047480428,42.328472139,201626400948,DPD ,Shelby St & W Larned St,48226,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 16:45:44+00,0311,,No,1.6,,,,,,Downtown,261635208001049.0,6.0,-83.0474804283285,42.328472138888,290
-83.055849455,42.3443539360001,201626400954,DPD ,Charlotte St & Woodward Ave,48201,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:47:08+00,0311,KFN523,Yes,0.0,0.0,0.0,0.0,5.8,5.8,Brush Park,261635173001013.0,6.0,-83.0558494550317,42.3443539358495,291
-83.1689643189999,42.3255609060001,201626400955,DPD ,Oakman Blvd & N Oakman/W Michigan,48126, ,352010,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,2016/09/20 16:47:26+00,    ,,No,2.2,,,,,,,261635740001011.0,,-83.1689643188684,42.3255609063115,292
-82.927789667,42.4207173930001,201626400957,DPD ,Lodewyck St & Chester St,48224,3,361030,LARCENY I/P OR J/H,LARCENY ,2016/09/20 16:49:23+00,0505,,No,3.6,,,,,,Cornerstone Village,261635015002007.0,4.0,-82.9277896666918,42.420717392863,293
-83.240776857,42.4295341960001,201626400960,DPD ,W 7 Mile Rd & Heyden St,48219,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:50:37+00,82D ,,Yes,0.0,0.0,0.0,0.0,11.9,11.9,Holcomb Community,261635411001001.0,1.0,-83.240776856916,42.4295341964473,294
-83.093730319,42.361185387,201626400961,DPD ,Ferry Park St & 14th St,48208,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:49:11+00,304 ,,No,3.0,20.4,11.7,35.1,30.3,65.4,NW Goldberg,261635223002014.0,5.0,-83.0937303191557,42.3611853867085,295
-83.137811513,42.32969797,201626400962,DPD ,Casper St & Cypress St,48210,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:49:50+00,0404,,No,2.5,39.1,6.4,48.2,17.8,65.9,Claytown,261635260002001.0,6.0,-83.1378115133205,42.3296979703086,296
-83.1866404,42.430854519,201626400964,DPD ,W 7 Mile Rd & James Couzens Fwy,48221,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:52:11+00,1201,DKW9603,Yes,0.0,0.0,0.0,0.0,4.8,4.8,Tri-Point,261635394003009.0,2.0,-83.1866404004941,42.4308545190555,297
-82.991212601,42.3537838250001,201626400970,DPD ,Iroquois St & E Jefferson Ave,48214,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 16:56:20+00,0711,,No,2.2,63.4,6.4,72.0,37.7,109.7,Gold Coast,261635157001003.0,5.0,-82.9912126009033,42.3537838254675,298
-83.1669752829999,42.418587411,201626400973,DPD ,Santa Maria St & Pinehurst St,48221,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:57:43+00,127D,DJC7803,Yes,0.0,0.0,0.0,0.0,7.9,7.9,Schulze,261635387002010.0,2.0,-83.1669752825206,42.4185874113708,299
-83.031843959,42.4338230870001,201626400976,DPD ,E 7 Mile Rd & Helen St,48234,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:58:30+00,114B, ,No,2.1,322.7,8.3,333.1,15.9,349.0,Nortown,261635062002018.0,3.0,-83.031843959251,42.4338230869922,300
-83.178417285,42.3846226700001,201626400977,DPD ,Schaefer Hwy & Grand River Ave,48227,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 16:58:32+00,24A ,,No,2.6,,,,,,Grand River-I96,261635372002018.0,7.0,-83.1784172850282,42.3846226699711,301
-83.1901549309999,42.434308027,201626400982,DPD ,James Couzens Fwy & Vassar Ave,48235,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:59:41+00,1201,DND3688,Yes,0.0,0.0,0.0,0.0,19.7,19.7,Schaefer 7/8 Lodge,261635393002009.0,2.0,-83.1901549314228,42.4343080267417,302
-83.111560213,42.3003668800001,201626400983,DPD ,,     ,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 16:59:05+00,    ,,Yes,0.0,0.0,0.0,0.0,11.1,11.1,,,,-83.1115602131719,42.3003668801043,303
-83.1866404,42.430854519,201626400986,DPD ,W 7 Mile Rd & James Couzens Fwy,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:00:48+00,1201,DGS2936,Yes,0.0,0.0,0.0,0.0,7.2,7.2,Tri-Point,261635394003009.0,2.0,-83.1866404004941,42.4308545190555,304
-83.1744773039999,42.394928043,201626400993,DPD ,Lyndon St & Cheyenne St,48227,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 17:02:50+00,0203,,No,0.8,,,,,,Bethune Community,261635371001003.0,2.0,-83.1744773041159,42.3949280434324,305
-83.111560213,42.3003668800001,201626400995,DPD ,,     ,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 17:01:53+00,    ,,Yes,0.0,0.0,0.0,0.0,42.0,42.0,,,,-83.1115602131719,42.3003668801043,306
-83.131665431,42.3228011320001,201626400996,DPD ,Central St & John Kronk St,48210,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 17:01:55+00,405A,,No,1.4,235.2,3.3,240.0,16.4,256.4,Claytown,261635257001003.0,6.0,-83.1316654307463,42.3228011323244,307
-83.2366223189999,42.343112234,201626400998,DPD ,W Warren Ave & Vaughan St,48228,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:04:35+00,69B ,ADW873,Yes,0.0,0.0,0.0,0.0,57.6,57.6,Warrendale,261635458003000.0,7.0,-83.2366223191426,42.3431122343596,308
-83.256079937,42.4112201460001,201626400999,DPD ,Verne St & Greydale Ave,48219,3,353030,BURGLARY OTHER,HI3     ,2016/09/20 17:04:17+00,810A,,No,2.0,,,,,,Miller Grove,261635432002017.0,1.0,-83.2560799368612,42.4112201459776,309
-83.069741651,42.3613919570001,201626401000,DPD ,W Palmer St & Cass Ave,48202,4,811040,AUTO X REPORT,ACCREPT ,2016/09/20 17:04:22+00,36B ,,No,2.2,5.3,,,,99.4,Wayne State,261635202002002.0,6.0,-83.0697416510237,42.3613919571437,310
-83.139094008,42.378876081,201626401001,DPD ,Cortland St & Livernois Ave,48204,3,852030,MENTAL NOT VIOLENT,MENTPPRS,2016/09/20 17:04:48+00,104A,,No,1.1,55.6,6.4,63.2,42.2,105.4,Russell Woods,261635308003000.0,7.0,-83.1390940077503,42.3788760811653,311
-83.086445139,42.3654589060001,201626401002,DPD ,Poe St & W Grand Blvd,48208,3,823030,FRAUD I/P,FRAUDIP ,2016/09/20 17:04:48+00,35B ,,No,4.2,344.3,3.0,351.6,116.7,468.4,Henry Ford,261635224001012.0,5.0,-83.0864451388318,42.3654589063277,312
-83.0629987189999,42.3547514800001,201626401003,DPD ,Woodward Ave & W Forest Ave,48201,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 17:03:22+00,39A ,,Yes,0.0,0.0,0.0,0.0,38.6,38.6,Midtown,261635175002005.0,6.0,-83.0629987192322,42.3547514803589,313
-83.111560213,42.3003668800001,201626401004,DPD ,,     , ,845030,HOLDING PERSON,HOLDPERS,2016/09/20 17:06:02+00,    ,,No,4.8,,,,,,,,,-83.1115602131719,42.3003668801043,314
-83.247264647,42.364548664,201626401006,DPD ,Trinity St & W Chicago St,48228,3,825030,DISTURBANCE,DISTURB ,2016/09/20 17:06:49+00,66B ,,No,2.5,,,,,,Franklin Park,261635466002004.0,7.0,-83.2472646466159,42.3645486642383,315
-83.040191352,42.4336588890001,201626401007,DPD ,Saint Louis St & E 7 Mile Rd,48234,3,386035,NARCOTICS I/P,NARCIP  ,2016/09/20 17:05:51+00,119A,,No,0.8,554.9,6.8,562.6,30.8,593.4,Grant,261635065001000.0,3.0,-83.0401913518424,42.4336588890278,316
-83.048071072,42.3292398470001,201626401009,DPD ,Shelby St & W Congress St,48226,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 17:08:00+00,0311,,No,1.3,2.3,65.3,69.0,28.8,97.7,Downtown,261635208001050.0,6.0,-83.048071071919,42.3292398474171,317
-82.918586402,42.410212206,201626401015,DPD ,Radnor St & E Warren Ave,48224,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:09:27+00,0505,,Yes,0.0,0.0,0.0,0.0,10.3,10.3,Cornerstone Village,261635017002007.0,4.0,-82.9185864019531,42.4102122059057,318
-83.043407115,42.4247335960001,201626401019,DPD ,Minnesota St & Mound Rd,48212,2,936020,TRANSPORT PRISONER,TRPPRIS ,2016/09/20 17:10:16+00,118B,,No,5.1,6.5,44.7,57.2,196.9,254.1,Davison,261635064003003.0,3.0,-83.0434071146641,42.4247335960035,319
-83.198541292,42.4268212440001,201626401031,DPD ,Prest St & Margareta St,48235,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:15:34+00,1206,DND6010,Yes,0.0,0.0,0.0,0.0,12.6,12.6,Winship,261635396001010.0,2.0,-83.198541291966,42.4268212444655,320
-83.1753316749999,42.4221005840001,201626401032,DPD ,Thatcher St & W Outer Dr,48235,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 17:16:28+00,127C,,No,2.3,286.9,10.8,303.5,30.8,334.3,Schulze,261635394002011.0,2.0,-83.175331675466,42.4221005842539,321
-83.197456883,42.3702147920001,201626401036,DPD ,Greenfield Rd & Elmira St,48227,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:17:28+00,68A ,ADW873,Yes,0.0,0.0,0.0,0.0,18.7,18.7,Plymouth-Hubbell,261635353003003.0,7.0,-83.1974568825235,42.3702147918872,322
-83.01228223,42.3824784440001,201626401038,DPD ,Iroquois St & Gratiot Ave,48213,3,386035,NARCOTICS I/P,NARCIP  ,2016/09/20 17:18:08+00,75B ,,No,2.3,,,,,,Pingree Park,261635142005000.0,5.0,-83.0122822301477,42.3824784444749,323
-82.98044036,42.44073695,201626401041,DPD ,Manning St & Hoyt St,48205,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 17:19:36+00,92A ,,No,3.0,5.8,4.6,13.5,50.3,63.8,Franklin,261635034002008.0,3.0,-82.9804403596182,42.4407369498614,324
-83.0494284069999,42.334956886,201626401042,DPD ,Clifford St & John R St,48226,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 17:20:22+00,0311,,No,0.9,37.7,0.0,41.5,52.7,94.3,Downtown,261635172002054.0,6.0,-83.0494284070118,42.3349568858112,325
-83.08981055,42.435177106,201626401045,DPD ,Hanna St & Emery St,48203,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 17:22:30+00,1101,,No,1.5,53.9,43.1,99.4,0.2,99.5,Nolan,261635074002017.0,3.0,-83.0898105495796,42.4351771055858,326
-83.111560213,42.3003668800001,201626401046,DPD ,,     ,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 17:22:37+00,    ,,No,1.5,7.5,4.4,12.2,21.1,33.2,,,,-83.1115602131719,42.3003668801043,327
-83.111560213,42.3003668800001,201626401049,DPD ,,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:22:46+00,    ,OLMW12,Yes,0.0,0.0,0.0,0.0,5.2,5.2,,,,-83.1115602131719,42.3003668801043,328
-83.2248105959999,42.4424901880001,201626401051,DPD ,Hessel Ave & Faust Ave,48219,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 17:23:20+00,83B ,,No,4.5,20.1,7.3,32.3,53.8,86.1,O'Hair Park,261635408002003.0,1.0,-83.2248105955548,42.4424901877948,329
-83.1917175459999,42.4089836730001,201626401052,DPD ,Lauder St & Puritan St,48227,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 17:23:32+00,0201,,No,1.2,139.9,11.5,152.7,36.6,189.3,Hubbell-Puritan,261635376001001.0,1.0,-83.1917175457511,42.4089836732245,330
-83.111560213,42.3003668800001,201626401053,DPD ,,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:23:36+00,    ,DG10773,Yes,0.0,0.0,0.0,0.0,0.9,0.9,,,,-83.1115602131719,42.3003668801043,331
-82.918586402,42.410212206,201626401056,DPD ,Radnor St & E Warren Ave,48224,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:23:30+00,0505,,Yes,0.0,0.0,0.0,0.0,69.4,69.4,Cornerstone Village,261635017002007.0,4.0,-82.9185864019531,42.4102122059057,332
-83.1257645869999,42.417406881,201626401059,DPD ,W McNichols Rd & La Salle Ave,48221,2,804020,PANIC / DURESS ALARM,PANIC   ,2016/09/20 17:26:27+00,1212,,No,1.1,24.6,10.9,37.9,43.1,81.0,Martin Park,261635301003003.0,2.0,-83.125764587209,42.4174068810694,333
-82.981678817,42.4290526120001,201626401066,DPD ,Gratiot Ave & Mapleridge St,48205,3,852030,MENTAL NOT VIOLENT,MENTPPRS,2016/09/20 17:27:22+00,95B ,,No,4.9,,,,,,Franklin,261635035002006.0,4.0,-82.9816788166044,42.4290526122803,334
-83.136005927,42.382083906,201626401067,DPD ,Fullerton St & Broadstreet Ave,48204,2,804020,PANIC / DURESS ALARM,PANIC   ,2016/09/20 17:27:36+00,102B,,No,2.5,12.5,15.3,30.5,15.9,46.4,Russell Woods,261635305002011.0,7.0,-83.1360059273939,42.3820839063342,335
-83.071411428,42.354600283,201626401068,DPD ,Anthony Wayne Dr & W Warren Ave,48202,4,811040,AUTO X REPORT,ACCREPT ,2016/09/20 17:29:46+00,36B ,,No,2.2,0.4,12.5,15.2,78.1,93.3,Wayne State,261635202002015.0,6.0,-83.0714114281717,42.3546002828208,336
-83.002457852,42.4401689050001,201626401070,DPD ,Manning St & Annott St,48205,3,381030,MALICIOUS DESTRUCTION I/P,MDPIP   ,2016/09/20 17:31:36+00,0901,,No,2.5,,,,,,Pulaski,261635033004001.0,3.0,-83.0024578524154,42.4401689051076,337
-82.965494717,42.397161904,201626401075,DPD ,Lakeview St & Southampton St,48213,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 17:33:45+00,53A ,,No,1.9,1.7,14.6,18.3,32.0,50.3,Chandler Park,261635121001003.0,4.0,-82.9654947172558,42.3971619042481,338
-83.111560213,42.3003668800001,201626401076,DPD ,,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:33:39+00,    ,APR306,Yes,0.0,0.0,0.0,0.0,10.2,10.2,,,,-83.1115602131719,42.3003668801043,339
-83.1866404,42.430854519,201626401078,DPD ,W 7 Mile Rd & James Couzens Fwy,48221,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:34:23+00,1201,AEF407,Yes,0.0,0.0,0.0,0.0,33.3,33.3,Tri-Point,261635394003009.0,2.0,-83.1866404004941,42.4308545190555,340
-83.014555855,42.34173193,201626401081,DPD ,Adair St & E Jefferson Ave,48207,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 17:34:50+00,710A,,No,2.4,31.9,6.0,40.4,31.2,71.5,Rivertown,261635165001015.0,5.0,-83.0145558551643,42.3417319297137,341
-83.198127728,42.416032784,201626401083,DPD ,Prest St & W McNichols Rd,48235,3,825030,DISTURBANCE,DISTURB ,2016/09/20 17:36:13+00,1206,,No,2.1,10.6,1.0,13.9,165.1,178.9,Winship,261635395004017.0,1.0,-83.1981277283661,42.4160327839472,342
-83.151581847,42.404408393,201626401084,DPD ,Roselawn St & Keeler Ave,48238,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:36:50+00,1001,DJX3945,Yes,0.0,0.0,0.0,0.0,247.5,247.5,Fitzgerald/Marygrove,261635363006005.0,2.0,-83.1515818474385,42.4044083927838,343
-83.115979548,42.338591003,201626401085,DPD ,Horatio St & 33rd St,48210,3,825030,DISTURBANCE,DISTURB ,2016/09/20 17:36:02+00,403B,,No,1.6,29.3,5.5,36.5,42.5,78.9,Chadsey Condon,261635254002004.0,6.0,-83.115979547853,42.3385910033543,344
-83.198644074,42.399312906,201626401088,DPD ,Greenfield Rd & Chalfonte St,48227,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:38:47+00,814A,DGJ3153,Yes,0.0,0.0,0.0,0.0,11.4,11.4,Hubbell-Lyndon,261635377003004.0,1.0,-83.1986440740885,42.3993129061538,345
-83.071870926,42.3651170050001,201626401096,DPD ,Burroughs Pl & Cass Ave,48202,3,818030,AID MOTORIST / CHILD LOCKED IN,AIDMOTR ,2016/09/20 17:39:36+00,36A ,,No,1.1,5.7,0.0,6.8,12.4,19.3,Tech Town,261635339003035.0,5.0,-83.0718709259396,42.3651170054761,346
-83.1755605559999,42.394904205,201626401097,DPD ,Littlefield St & Lyndon St,48227,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 17:41:18+00,0203,,No,0.7,,,,,,Bethune Community,261635371001005.0,2.0,-83.1755605560451,42.3949042045383,347
-83.07304365,42.357955152,201626401099,DPD ,Kirby St & Anthony Wayne Dr,48202,4,361040,LARCENY REPORT,LARCREPT,2016/09/20 17:42:05+00,36B ,,No,2.5,10.8,4.8,18.1,54.8,73.0,Wayne State,261635202002014.0,6.0,-83.0730436495612,42.3579551522497,348
-83.189474913,42.3804712080001,201626401100,DPD ,Fullerton St & W I 96 Service Drive,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:43:08+00,24A ,2057F7,Yes,0.0,0.0,0.0,0.0,9.8,9.8,Schoolcraft Southfield,261635373002020.0,1.0,-83.189474913081,42.3804712081389,349
-83.0728616979999,42.3418702170001,201626401103,DPD ,Trumbull St & Martin Luther King Jr Blvd,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:41:37+00,38B ,CA50965,Yes,0.0,0.0,0.0,0.0,13.8,13.8,North Corktown,261635215001012.0,6.0,-83.0728616983401,42.341870217325,350
-82.940737712,42.4194731520001,201626401108,DPD ,Britain St & King Richard St,48224,2,862020,VICIOUS ANIMAL,VICANML ,2016/09/20 17:43:28+00,0907,,No,1.6,488.3,17.0,506.9,8.9,515.8,Yorkshire Woods,261635009001006.0,4.0,-82.940737711823,42.4194731518189,351
-82.959762848,42.4220920710001,201626401109,DPD ,Yorkshire Rd & Riad St,48224,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 17:44:59+00,0907,,No,2.1,,,,,,Denby,261635010003003.0,4.0,-82.9597628483665,42.4220920709372,352
-83.111560213,42.3003668800001,201626401113,DPD ,,     ,3,W4812 ,BUILDING CHECK,BLDGCHK ,2016/09/20 17:44:31+00,    ,,Yes,0.0,0.0,0.0,0.0,2.8,2.8,,,,-83.1115602131719,42.3003668801043,353
-83.156868327,42.3628251800001,201626401114,DPD ,Kentucky St & Oakman Blvd,48204,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 17:46:20+00,29A ,,No,11.8,12.7,0.0,36.7,56.6,93.3,Barton-McFarland,261635347004018.0,7.0,-83.1568683272449,42.3628251799218,354
-83.174150185,42.4142200110001,201626401117,DPD ,Grove St & Ward St,48235,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 17:47:37+00,1210,,No,5.2,259.3,15.2,279.8,20.1,299.9,Harmony Village,261635369003009.0,2.0,-83.174150184602,42.4142200106089,355
-83.246422024,42.3792943300001,201626401118,DPD ,Burt Rd & Fullerton,48223,2,343020,FELONIOUS ASSAULT JH,FA JH   ,2016/09/20 17:47:40+00,63B ,,No,4.4,220.5,8.5,234.5,31.3,265.8,Brightmoor,261635439002038.0,1.0,-83.2464220237552,42.3792943302146,356
-83.111560213,42.3003668800001,201626401120,DPD ,,     ,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 17:47:02+00,    ,,Yes,0.0,0.0,0.0,0.0,75.8,75.8,,,,-83.1115602131719,42.3003668801043,357
-83.030742257,42.3579586440001,201626401122,DPD ,Mitchell St & Mack Ave,48207,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:48:08+00,76B ,CDM3295,Yes,0.0,0.0,0.0,0.0,33.0,33.0,McDougall-Hunt,261635188001042.0,5.0,-83.0307422565531,42.3579586436966,358
-83.079951207,42.3517083680001,201626401123,DPD ,W Warren Ave & Commonwealth St,48208,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 17:50:54+00,38B ,,Yes,0.0,0.0,0.0,0.0,13.2,13.2,Woodbridge,261635219003022.0,6.0,-83.0799512074685,42.3517083680668,359
-83.061467146,42.3527149060001,201626401126,DPD ,Woodward Ave & E Canfield St,48201,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 17:52:35+00,39A ,,No,2.4,83.4,,,,112.6,Midtown,261635203001000.0,6.0,-83.0614671457971,42.3527149055017,360
